"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Wyoming","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","87","12,576","3,497","817"
"Wyoming","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","31","1,596","221","49"
"Wyoming","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","31","2,334","641","212"
"Wyoming","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","13","2,652","880","169"
"Wyoming","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","9","3,689","1,048","219"
"Wyoming","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","3","2,305","707","168"
"Wyoming","722511","Full-service restaurants","Partnerships","All establishments","2020","161","50,622","13,011","2,786"
"Wyoming","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","41","2,340","188","61"
"Wyoming","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","27","2,660","596","176"
"Wyoming","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","39","7,859","1,902","539"
"Wyoming","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","42","22,427","5,730","1,231"
"Wyoming","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","12","15,336","4,595","779"
"American Samoa","722511","Full-service restaurants","All establishments","All establishments","2020","17","946","186","74"
"American Samoa","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","10","264","27","12"
"American Samoa","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","4","373","81","26"
"American Samoa","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","3","309","78","36"
"American Samoa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","10","439","83","36"
"American Samoa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","7","137","23","11"
"American Samoa","722511","Full-service restaurants","Partnerships","All establishments","2020","4","266","42","12"
"Guam","722511","Full-service restaurants","All establishments","All establishments","2020","216","47,343","18,714","4,859"
"Guam","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","49","1,021","332","90"
"Guam","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","45","3,066","1,091","318"
"Guam","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","47","6,390","2,303","640"
"Guam","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","42","13,542","5,838","1,364"
"Guam","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","31","22,328","8,593","2,157"
"Guam","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","118","32,969","12,992","3,270"
"Guam","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","11","235","69","20"
"Guam","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","21","1,470","484","141"
"Guam","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","32","4,342","1,573","428"
"Guam","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","30","9,654","4,430","968"
"Guam","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","23","16,912","6,261","1,538"
"Guam","722511","Full-service restaurants","S-corporations","All establishments","2020","10","1,698","679","167"
"Guam","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","3","138","51","5"
"Guam","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","3","1,351","504","121"
"Guam","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","50","4,415","1,746","487"
"Guam","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","28","417","148","49"
"Guam","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","12","914","282","91"
"Guam","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","5","697","212","66"
"Guam","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","3","658","245","89"
"Guam","722511","Full-service restaurants","Partnerships","All establishments","2020","38","8,261","3,297","935"
"Guam","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","7","231","64","16"
"Guam","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","10","617","281","71"
"Guam","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","8","1,207","438","120"
"Guam","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","6","1,879","659","186"
"Guam","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","6","3,687","1,473","427"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","All establishments","All establishments","2020","81","10,687","3,651","873"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","43","800","263","87"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","16","748","273","109"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","13","2,020","718","174"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","6","2,230","824","201"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","61","9,279","3,155","743"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","33","612","221","76"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","9","486","180","65"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","12","1,807","668","162"
"Commonwealth of the Northern Mariana Islands","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","4","1,485","513","138"
